cargo,cargo_distance_m,destination_port,displayed_sell_value_gbp,distance_status,distinct_ocr_tuples_seen,origin_port,origin_region,review_note,source_recording,supporting_frame_count,value_status
Bells,7861.2,Princeton,174,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,6,CONFIRMED_FROM_VIDEO
Bells,11262.3,Puerto de San Fernando,220,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,4,CONFIRMED_FROM_VIDEO
Bells,4629.2,Saint Vincent,130,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,3,CONFIRMED_FROM_VIDEO
Bells,13603.8,Saint-Nicholas,251,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,4,CONFIRMED_FROM_VIDEO
Bells,4731.6,Sainte Rose,131,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,3,CONFIRMED_FROM_VIDEO
Bells,16107.0,San Polo,285,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,1,CONFIRMED_FROM_VIDEO
Bells,14252.0,San Salvador,260,CONFIRMED_FROM_VIDEO,2,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,2,CONFIRMED_FROM_VIDEO
Bells,13161.4,San Vito,245,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,5,CONFIRMED_FROM_VIDEO
Bells,13629.3,Sandy Settlement,251,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,5,CONFIRMED_FROM_VIDEO
Bells,13363.3,Santa Maria,248,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,5,CONFIRMED_FROM_VIDEO
Bells,11511.6,Sao Bento,223,CONFIRMED_FROM_VIDEO,2,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,5,CONFIRMED_FROM_VIDEO
Bells,5334.9,Snake Prosper,140,CONFIRMED_FROM_VIDEO,2,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,4,CONFIRMED_FROM_VIDEO
Bells,10585.3,Sugar Cove,210,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,4,CONFIRMED_FROM_VIDEO
Bells,12738.1,Taylor's Town,239,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,5,CONFIRMED_FROM_VIDEO
Bells,9777.3,Theresa,199,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,4,CONFIRMED_FROM_VIDEO
Bells,10088.8,Thresher Point,204,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,4,CONFIRMED_FROM_VIDEO
Bells,8688.1,Venta Nueva,185,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,5,CONFIRMED_FROM_VIDEO
Bells,7888.1,Villarreal Del Mar,174,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,5,CONFIRMED_FROM_VIDEO
Bells,5597.8,White Hook,143,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,4,CONFIRMED_FROM_VIDEO
Bells,1267.1,Wyntergard,85,CONFIRMED_FROM_VIDEO,1,Crownstead,Vysarian Isles,,Screen Recording 2026-08-16 104608.mp4,3,CONFIRMED_FROM_VIDEO
Paper,2629.0,Al-Jazair,74,CONFIRMED_FROM_VIDEO,2,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,2468.9,Ashbourne,73,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,7547.4,Belfry Heights,122,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,9,CONFIRMED_FROM_VIDEO
Paper,1332.2,Bucket Bay,62,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,3434.1,Caledonia,82,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,6158.4,Castle Landing,109,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,11790.4,Caveira,164,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,5934.8,Caye Tiburon,107,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,3284.3,Crownstead,81,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,6697.3,Cumberland Hill,114,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,3057.5,Deadman's Murcia,79,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,6579.3,Falmouth,113,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,4093.4,Gyldenvale,89,CONFIRMED_FROM_VIDEO,2,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,5716.5,Jones' Outpost,104,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,14423.5,Kandlerova,189,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,1,CONFIRMED_FROM_VIDEO
Paper,11916.6,La Povenglia,165,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,6160.0,Lebarde,109,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,7,CONFIRMED_FROM_VIDEO
Paper,8228.2,Lord Irving's Sacrifice,129,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,6,CONFIRMED_FROM_VIDEO
Paper,5364.3,Louisbourg,101,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,13356.0,Madalena,179,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,2,CONFIRMED_FROM_VIDEO
Paper,8574.1,Mako's Outlook,132,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,2195.6,Matthew's Rest,70,CONFIRMED_FROM_VIDEO,2,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,4577.8,Maurepas,93,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,2978.7,New Brighton,78,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,6879.5,New Catalina,116,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,7,CONFIRMED_FROM_VIDEO
Paper,3205.3,Pachard Town,80,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,9525.7,Peter's Cove,142,CONFIRMED_FROM_VIDEO,2,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,5895.1,Petit Anvers,106,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,12494.9,Poblado de San Juan,171,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,2,CONFIRMED_FROM_VIDEO
Paper,5219.3,Point Rocheux,100,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,12376.9,Ponta Delgada,169,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,2,CONFIRMED_FROM_VIDEO
Paper,7690.1,Port Antonio,124,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,8,CONFIRMED_FROM_VIDEO
Paper,829.5,Port Louis,57,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,7689.6,Port Royal,124,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,8,CONFIRMED_FROM_VIDEO
Paper,4155.6,Port-Au-Croix,89,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,4584.4,Princeton,93,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,10360.5,Puerto de San Fernando,150,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,1543.8,Saint Vincent,64,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,10360.2,Saint-Nicholas,150,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,6540.4,Sainte Rose,113,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,6,CONFIRMED_FROM_VIDEO
Paper,13549.8,San Polo,181,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,2,CONFIRMED_FROM_VIDEO
Paper,12572.4,San Salvador,171,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,2,CONFIRMED_FROM_VIDEO
Paper,10535.0,San Vito,151,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,10412.5,Sandy Settlement,150,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,12116.5,Santa Maria,167,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,2,CONFIRMED_FROM_VIDEO
Paper,11932.5,Sao Bento,165,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,2,CONFIRMED_FROM_VIDEO
Paper,3079.9,Snake Prosper,79,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,7787.3,Sugar Cove,125,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,6,CONFIRMED_FROM_VIDEO
Paper,9457.8,Taylor's Town,141,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,3,CONFIRMED_FROM_VIDEO
Paper,8447.8,Theresa,131,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,6,CONFIRMED_FROM_VIDEO
Paper,7034.2,Thresher Point,117,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,7,CONFIRMED_FROM_VIDEO
Paper,8598.3,Venta Nueva,133,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,4,CONFIRMED_FROM_VIDEO
Paper,7449.8,Villarreal Del Mar,121,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,7,CONFIRMED_FROM_VIDEO
Paper,3974.7,White Hook,88,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Paper,2813.0,Wyntergard,76,CONFIRMED_FROM_VIDEO,1,Fair Harbour,Îles de Louis,,Screen Recording 2026-08-16 110227.mp4,5,CONFIRMED_FROM_VIDEO
Grapes,4495.6,Al-Jazair,166,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,6578.2,Ashbourne,203,CONFIRMED_FROM_VIDEO,2,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,8,CONFIRMED_FROM_VIDEO
Grapes,3669.0,Belfry Heights,152,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,3774.3,Bucket Bay,154,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,7396.0,Caledonia,217,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,6143.0,Castle Landing,195,CONFIRMED_FROM_VIDEO,3,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,8678.8,Caveira,239,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,2363.0,Caye Tiburon,129,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,2,CONFIRMED_FROM_VIDEO
Grapes,7265.3,Crownstead,215,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,7429.5,Deadman's Murcia,218,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,4880.9,Fair Harbour,173,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,3088.1,Falmouth,142,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,8488.4,Gyldenvale,236,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,7722.1,Jones' Outpost,223,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,9677.6,Kandlerova,257,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,2,CONFIRMED_FROM_VIDEO
Grapes,7460.3,La Povenglia,218,CONFIRMED_FROM_VIDEO,2,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,5,CONFIRMED_FROM_VIDEO
Grapes,4866.0,Lebarde,173,CONFIRMED_FROM_VIDEO,2,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,2,CONFIRMED_FROM_VIDEO
Grapes,3413.2,Lord Irving's Sacrifice,147,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,6582.4,Louisbourg,203,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,10545.9,Madalena,272,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,2,CONFIRMED_FROM_VIDEO
Grapes,3887.0,Mako's Outlook,156,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,3406.7,Matthew's Rest,147,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,5783.1,Maurepas,189,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,2839.2,New Brighton,137,CONFIRMED_FROM_VIDEO,2,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,2,CONFIRMED_FROM_VIDEO
Grapes,8407.9,New Catalina,235,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,2915.1,Pachard Town,139,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,6430.7,Peter's Cove,200,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,7983.2,Petit Anvers,227,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,8109.5,Poblado de San Juan,229,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,3826.9,Point Rocheux,154,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,10658.7,Ponta Delgada,274,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,2,CONFIRMED_FROM_VIDEO
Grapes,3974.2,Port Antonio,157,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,5630.2,Port Louis,186,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,2942.8,Port Royal,139,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,3301.6,Port-Au-Croix,145,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,4779.5,Princeton,171,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,6418.1,Puerto de San Fernando,200,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Grapes,5143.2,Saint Vincent,178,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,7732.2,Saint-Nicholas,223,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,7528.3,Sainte Rose,219,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,8845.9,San Polo,242,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,7811.9,San Salvador,224,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,5899.9,San Vito,191,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,7540.6,Sandy Settlement,219,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,5,CONFIRMED_FROM_VIDEO
Grapes,7678.9,Santa Maria,222,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,9541.6,Sao Bento,254,CONFIRMED_FROM_VIDEO,2,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,2,CONFIRMED_FROM_VIDEO
Grapes,7004.3,Snake Prosper,210,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,9397.1,Sugar Cove,252,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,7527.2,Taylor's Town,219,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,6,CONFIRMED_FROM_VIDEO
Grapes,4236.8,Theresa,162,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,3674.1,Thresher Point,152,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,6108.9,Venta Nueva,194,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,4,CONFIRMED_FROM_VIDEO
Grapes,4800.4,Villarreal Del Mar,172,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,3,CONFIRMED_FROM_VIDEO
Grapes,8188.4,White Hook,231,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,5,CONFIRMED_FROM_VIDEO
Grapes,7397.7,Wyntergard,217,CONFIRMED_FROM_VIDEO,1,Griffard's Rock,Griffard's Rock,,Screen Recording 2026-08-16 205504.mp4,7,CONFIRMED_FROM_VIDEO
Wheat,6535.7,Al-Jazair,205,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,1914.0,Ashbourne,123,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,2,CONFIRMED_FROM_VIDEO
Wheat,11560.9,Belfry Heights,294,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,4769.9,Bucket Bay,173,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,5493.9,Caledonia,186,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,9951.0,Castle Landing,265,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,3,CONFIRMED_FROM_VIDEO
Wheat,13226.9,Caveira,324,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,9941.2,Caye Tiburon,265,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,1374.6,Crownstead,113,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,2,CONFIRMED_FROM_VIDEO
Wheat,4686.6,Deadman's Murcia,172,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,3,CONFIRMED_FROM_VIDEO
Wheat,4093.4,Fair Harbour,161,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,2,CONFIRMED_FROM_VIDEO
Wheat,9130.6,Falmouth,251,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
