cargo,cargo_distance_m,destination_port,displayed_sell_value_gbp,distance_review_note,distance_status,distinct_ocr_tuples_seen,extraction_pass,origin_port,origin_region,review_note,source_recording,supporting_frame_count,value_status
Truffles,15771.7,Snake Prosper,332,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Truffles,15392.9,Sugar Cove,326,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Truffles,9595.8,Taylor's Town,234,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Truffles,8466.7,Theresa,215,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Truffles,8061.7,Thresher Point,209,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Truffles,11813.6,Venta Nueva,269,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Truffles,11238.6,Villarreal Del Mar,260,Selected from the two recorded directional readings using reciprocal-distance agreement and the origin's other observed Distance/Value rows. No distance was fabricated.,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,1,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Truffles,16967.5,White Hook,351,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Truffles,17062.1,Wyntergard,353,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Truffles,12449.1,Yorinobu's Settlement,279,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Kandlerova,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,10307.3,Al-Jazair,184,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,13953.5,Ashbourne,227,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,4454.6,Belfry Heights,113,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,11068.0,Bucket Bay,193,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,13279.0,Caledonia,219,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Herbs,9012.1,Castle Landing,168,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,11714.7,Caveira,201,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,6009.7,Caye Tiburon,132,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,14680.4,Crownstead,236,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,12098.7,Cumberland Hill,205,Selected from the two recorded directional readings using reciprocal-distance agreement and the origin's other observed Distance/Value rows. No distance was fabricated.,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,1,even_odd,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Herbs,13656.5,Deadman's Murcia,224,Selected from the two recorded directional readings using reciprocal-distance agreement and the origin's other observed Distance/Value rows. No distance was fabricated.,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Herbs,11916.6,Fair Harbour,203,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,8629.5,Falmouth,164,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,15837.7,Gyldenvale,250,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,11758.3,Jones' Outpost,201,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,3063.7,Kandlerova,97,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,7443.9,Lebarde,149,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,4288.3,Lord Irving's Sacrifice,111,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,13774.2,Louisbourg,225,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,13533.8,Madalena,222,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,3625.8,Mako's Outlook,104,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,10845.2,Matthew's Rest,190,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,13062.3,Maurepas,217,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,9044.9,New Brighton,169,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,11646.8,New Catalina,200,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,10353.0,Pachard Town,184,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,11,CONFIRMED_FROM_VIDEO
Herbs,4305.3,Peter's Cove,112,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,15283.7,Petit Anvers,243,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,8228.9,Poblado de San Juan,159,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,10628.1,Point Rocheux,188,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,15138.7,Ponta Delgada,242,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,8491.6,Port Antonio,162,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,12737.2,Port Louis,213,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,6144.8,Port Royal,134,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,10521.1,Port-Au-Croix,186,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,9034.4,Princeton,168,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,8803.5,Puerto de San Fernando,166,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,11539.0,Saint Vincent,198,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,5306.7,Saint-Nicholas,124,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,14534.7,Sainte Rose,234,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,2148.1,San Polo,86,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Herbs,6107.8,San Salvador,133,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,1718.2,San Vito,81,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Herbs,4763.1,Sandy Settlement,117,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,7820.5,Santa Maria,154,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,13428.2,Sao Bento,221,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,12955.5,Snake Prosper,215,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,12330.3,Sugar Cove,208,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,6587.5,Taylor's Town,139,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,7577.5,Theresa,151,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,5172.9,Thresher Point,122,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,11037.8,Venta Nueva,192,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,10171.8,Villarreal Del Mar,182,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,Visually verified from frame 724s; not inferred.,Screen Recording 2026-08-16 223317.mp4,1,CONFIRMED_FROM_VIDEO
Herbs,14132.3,White Hook,230,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,14657.6,Wyntergard,236,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,9908.2,Yorinobu's Settlement,179,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,La Povenglia,San Polo,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,3685.9,Al-Jazair,141,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,11,CONFIRMED_FROM_VIDEO
Crumpets,8620.3,Ashbourne,221,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Crumpets,3444.0,Belfry Heights,137,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,10,CONFIRMED_FROM_VIDEO
Crumpets,6069.6,Bucket Bay,180,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,6171.1,Caledonia,182,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,1689.0,Castle Landing,109,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Crumpets,13416.3,Caveira,299,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,2937.5,Caye Tiburon,129,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Crumpets,9436.9,Crownstead,235,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,4773.3,Cumberland Hill,159,,CONFIRMED_FROM_VIDEO,3,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,6725.5,Deadman's Murcia,191,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,6160.0,Fair Harbour,181,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,7937.4,Falmouth,210,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,10193.5,Gyldenvale,247,,CONFIRMED_FROM_VIDEO,3,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,4326.1,Jones' Outpost,152,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,10450.7,Kandlerova,251,Selected from the two recorded directional readings using reciprocal-distance agreement and the origin's other observed Distance/Value rows. No distance was fabricated.,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,1,even_odd,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,1,CONFIRMED_FROM_VIDEO
Crumpets,7443.9,La Povenglia,202,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,5791.4,Lord Irving's Sacrifice,175,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,10470.9,Louisbourg,251,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,15322.4,Madalena,330,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,5520.6,Mako's Outlook,171,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,6468.7,Matthew's Rest,186,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,9594.4,Maurepas,237,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,3469.7,New Brighton,138,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Crumpets,4396.1,New Catalina,153,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,6732.4,Pachard Town,191,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,3763.9,Peter's Cove,142,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Crumpets,11523.6,Petit Anvers,269,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,12028.0,Poblado de San Juan,277,,CONFIRMED_FROM_VIDEO,1,even_odd,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,8418.3,Point Rocheux,218,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,15520.4,Ponta Delgada,333,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,8725.2,Port Antonio,223,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,6929.7,Port Louis,194,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,6940.1,Port Royal,194,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,7585.3,Port-Au-Croix,205,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,1821.4,Princeton,111,,CONFIRMED_FROM_VIDEO,3,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,10,CONFIRMED_FROM_VIDEO
Crumpets,10884.4,Puerto de San Fernando,258,Selected from the two recorded directional readings using reciprocal-distance agreement and the origin's other observed Distance/Value rows. No distance was fabricated.,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,1,even_odd,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,1,CONFIRMED_FROM_VIDEO
Crumpets,5080.4,Saint Vincent,164,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,4271.5,Saint-Nicholas,151,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Crumpets,11592.3,Sainte Rose,270,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,9512.2,San Polo,236,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,10963.9,San Salvador,259,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Crumpets,6749.0,San Vito,191,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,4417.5,Sandy Settlement,153,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,11556.8,Santa Maria,269,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,14392.4,Sao Bento,315,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,5917.3,Snake Prosper,177,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Crumpets,5245.6,Sugar Cove,166,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,3303.7,Taylor's Town,135,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Crumpets,8705.3,Theresa,223,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Crumpets,2581.4,Thresher Point,123,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Crumpets,10974.6,Venta Nueva,260,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Crumpets,9666.1,Villarreal Del Mar,238,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,6990.8,White Hook,195,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,8882.8,Wyntergard,226,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Crumpets,4521.9,Yorinobu's Settlement,155,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Lebarde,Lebarde,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Wool,7267.7,Al-Jazair,169,,CONFIRMED_FROM_VIDEO,1,,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,9987.1,Ashbourne,206,,CONFIRMED_FROM_VIDEO,1,,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,2548.2,Belfry Heights,104,,CONFIRMED_FROM_VIDEO,1,,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,7181.3,Bucket Bay,167,,CONFIRMED_FROM_VIDEO,1,,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,10324.8,Caledonia,211,,CONFIRMED_FROM_VIDEO,1,,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
