origin_port,origin_region,cargo,destination_port,cargo_distance_m,displayed_sell_value_gbp,distance_status,value_status,source_recording,supporting_frame_count,distinct_ocr_tuples_seen
Petit Anvers,Belle Isles,Chocolate,Sainte Rose,1653.5,113,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell6.png,1,1
Petit Anvers,Belle Isles,Chocolate,San Polo,16326.8,363,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell1.png,1,1
Petit Anvers,Belle Isles,Chocolate,San Salvador,13425.7,313,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell2.png,1,1
Petit Anvers,Belle Isles,Chocolate,San Vito,13617.3,316,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell2.png,1,1
Petit Anvers,Belle Isles,Chocolate,Sandy Settlement,15275.8,345,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell1.png,1,1
Petit Anvers,Belle Isles,Chocolate,Santa Maria,12113.7,291,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell2.png,1,1
Petit Anvers,Belle Isles,Chocolate,Sao Bento,8844.5,235,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell4.png,1,1
Petit Anvers,Belle Isles,Chocolate,Snake Prosper,8563.9,231,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell4.png,1,1
Petit Anvers,Belle Isles,Chocolate,Sugar Cove,13649.4,317,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell1.png,1,1
Petit Anvers,Belle Isles,Chocolate,Taylor's Town,14766.8,336,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell1.png,1,1
Petit Anvers,Belle Isles,Chocolate,Theresa,8928.2,237,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell4.png,1,1
Petit Anvers,Belle Isles,Chocolate,Thresher Point,11458.3,280,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell3.png,1,1
Petit Anvers,Belle Isles,Chocolate,Venta Nueva,6719.8,199,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell5.png,1,1
Petit Anvers,Belle Isles,Chocolate,Villarreal Del Mar,6398.0,194,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell5.png,1,1
Petit Anvers,Belle Isles,Chocolate,White Hook,8977.6,238,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell4.png,1,1
Petit Anvers,Belle Isles,Chocolate,Wyntergard,4702.4,165,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell6.png,1,1
Petit Anvers,Belle Isles,Chocolate,Yorinobu's Settlement,7019.9,204,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Petit Sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Al-Jazair,8858.9,260,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Ashbourne,5009.7,188,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,Belfry Heights,11195.1,304,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Bucket Bay,5812.9,203,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Caledonia,9748.2,277,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Castle Landing,12192.4,322,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell2.png,1,1
Sainte Rose,Belle Isles,Lavender,Caveira,8038.0,244,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Caye Tiburon,9818.9,278,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Crownstead,4731.6,182,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,Cumberland Hill,13225.6,342,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,Deadman's Murcia,9131.1,265,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Fair Harbour,6540.4,216,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Falmouth,6032.8,207,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Gyldenvale,5787.8,202,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Jones' Outpost,12241.7,323,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell2.png,1,1
Sainte Rose,Belle Isles,Lavender,Kandlerova,16051.3,395,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,La Povenglia,14534.7,366,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,Lebarde,11592.3,311,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell2.png,1,1
Sainte Rose,Belle Isles,Lavender,Lord Irving's Sacrifice,10248.2,286,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Louisbourg,1183.4,116,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell7.png,1,1
Sainte Rose,Belle Isles,Lavender,Madalena,8865.7,260,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Mako's Outlook,10946.6,299,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Matthew's Rest,5180.4,191,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png,1,1
Sainte Rose,Belle Isles,Lavender,Maurepas,2038.0,132,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,New Brighton,8183.3,247,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,New Catalina,13375.5,345,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,Pachard Town,4889.0,185,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,Peter's Cove,13934.2,355,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,Petit Anvers,1653.5,125,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,Poblado de San Juan,10878.3,298,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Point Rocheux,3907.4,167,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,Ponta Delgada,6827.5,222,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Port Antonio,6598.7,217,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Port Louis,6326.8,212,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Port Royal,8498.5,253,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Port-Au-Croix,4230.0,173,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,Princeton,10526.2,291,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Puerto de San Fernando,8380.3,251,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Saint Vincent,8072.1,245,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Saint-Nicholas,15168.9,378,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,San Polo,15399.5,382,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,San Salvador,12142.7,321,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell2.png,1,1
Sainte Rose,Belle Isles,Lavender,San Vito,12833.7,334,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell2.png,1,1
Sainte Rose,Belle Isles,Lavender,Sandy Settlement,15025.0,375,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,Santa Maria,10710.5,295,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Sao Bento,7191.2,229,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Snake Prosper,9457.5,271,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Sugar Cove,14307.9,362,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,Taylor's Town,14730.0,370,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell1.png,1,1
Sainte Rose,Belle Isles,Lavender,Theresa,7733.2,239,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell4.png,1,1
Sainte Rose,Belle Isles,Lavender,Thresher Point,11156.4,303,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Venta Nueva,5197.9,191,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,Villarreal Del Mar,5058.1,189,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell6.png; Sainte Rose sell7.png,2,1
Sainte Rose,Belle Isles,Lavender,White Hook,10030.8,282,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell3.png,1,1
Sainte Rose,Belle Isles,Lavender,Wyntergard,5966.5,206,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
Sainte Rose,Belle Isles,Lavender,Yorinobu's Settlement,7236.3,229,CONFIRMED_FROM_SCREENSHOT,CONFIRMED_FROM_SCREENSHOT,Sainte Rose sell5.png,1,1
