origin_port,cargo,destination_port,cargo_distance_m,displayed_sell_value_gbp,distance_status,value_status,source,supporting_frame_count,distinct_ocr_tuples_seen
Jones' Outpost,Salmon,Castle Landing,2781.1,152,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Caveira,16274.2,415,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Caye Tiburon,6731.2,229,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Crownstead,8553.1,264,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,1,1
Jones' Outpost,Salmon,Cumberland Hill,984.8,117,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Jones' Outpost,Salmon,Deadman's Murcia,4126.3,178,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,13,1
Jones' Outpost,Salmon,Fair Harbour,5716.5,209,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,2
Jones' Outpost,Salmon,Falmouth,10631.5,305,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Gyldenvale,8726.9,268,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Jones' Outpost,Salmon,Kandlerova,14775.8,386,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,La Povenglia,11758.3,327,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Jones' Outpost,Salmon,Lebarde,4326.1,182,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
Jones' Outpost,Salmon,Lord Irving's Sacrifice,9784.9,288,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Jones' Outpost,Salmon,Louisbourg,11060.2,313,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Madalena,18061.8,450,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Mako's Outlook,9661.2,286,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Jones' Outpost,Salmon,Matthew's Rest,7336.4,241,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Jones' Outpost,Salmon,Maurepas,10243.3,297,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,New Brighton,5010.5,195,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
Jones' Outpost,Salmon,New Catalina,1228.1,121,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Pachard Town,8103.9,256,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Jones' Outpost,Salmon,Peter's Cove,7821.7,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Jones' Outpost,Salmon,Petit Anvers,11580.8,323,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Poblado de San Juan,15698.9,404,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Point Rocheux,10196.8,296,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,3
Jones' Outpost,Salmon,Ponta Delgada,17615.1,441,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,3
Jones' Outpost,Salmon,Port Antonio,11637.5,324,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Port Louis,6103.6,217,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
Jones' Outpost,Salmon,Port Royal,10451.7,301,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Port-Au-Croix,9143.9,276,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Jones' Outpost,Salmon,Princeton,3092.9,158,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Puerto de San Fernando,14140.1,373,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Saint Vincent,4174.3,179,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,10,1
Jones' Outpost,Salmon,Saint-Nicholas,7804.3,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Jones' Outpost,Salmon,Sainte Rose,12241.7,336,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,1,1
Jones' Outpost,Salmon,San Polo,13837.5,367,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,San Salvador,14953.6,389,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,San Vito,11052.9,313,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Sandy Settlement,8143.5,256,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Santa Maria,15245.2,395,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Sao Bento,16853.9,426,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Jones' Outpost,Salmon,Snake Prosper,3344.1,163,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Sugar Cove,2071.1,138,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Taylor's Town,6369.1,222,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Jones' Outpost,Salmon,Theresa,11954.3,331,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Jones' Outpost,Salmon,Thresher Point,6828.5,231,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Jones' Outpost,Salmon,Venta Nueva,13367.4,358,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,1,1
Jones' Outpost,Salmon,Villarreal Del Mar,12072.0,333,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Jones' Outpost,Salmon,White Hook,3818.9,172,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,12,1
Jones' Outpost,Salmon,Wyntergard,7526.2,244,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Jones' Outpost,Salmon,Yorinobu's Settlement,5445.7,204,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,2
Kandlerova,Truffles,Al-Jazair,13084.4,289,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Ashbourne,16254.2,340,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
Kandlerova,Truffles,Belfry Heights,7267.4,196,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,2
Kandlerova,Truffles,Bucket Bay,13433.7,295,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Caledonia,16112.8,338,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
Kandlerova,Truffles,Castle Landing,12049.2,273,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,3
Kandlerova,Truffles,Caveira,11637.0,266,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,3
Kandlerova,Truffles,Caye Tiburon,8693.7,219,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Crownstead,16925.0,351,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Cumberland Hill,15145.4,322,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Kandlerova,Truffles,Deadman's Murcia,16428.5,343,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Kandlerova,Truffles,Fair Harbour,14423.5,311,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,1
Kandlerova,Truffles,Falmouth,10019.9,240,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,1
Kandlerova,Truffles,Gyldenvale,18165.6,371,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Jones' Outpost,14775.8,316,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Kandlerova,Truffles,La Povenglia,3063.7,129,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Kandlerova,Truffles,Lebarde,10450.7,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Lord Irving's Sacrifice,6267.2,180,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Louisbourg,15460.5,327,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Madalena,13237.4,292,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Mako's Outlook,5849.6,174,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,11,1
Kandlerova,Truffles,Matthew's Rest,13068.2,289,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Maurepas,14850.1,318,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Kandlerova,Truffles,New Brighton,11693.1,267,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Kandlerova,Truffles,New Catalina,14700.6,315,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,1
Kandlerova,Truffles,Pachard Town,12418.5,279,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Peter's Cove,7351.6,198,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,1
Kandlerova,Truffles,Petit Anvers,17032.7,353,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Poblado de San Juan,7562.1,201,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Point Rocheux,12237.8,276,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Ponta Delgada,15342.8,325,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Port Antonio,9554.4,233,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
Kandlerova,Truffles,Port Louis,15221.0,324,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Kandlerova,Truffles,Port Royal,7598.2,202,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Port-Au-Croix,12370.6,278,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Princeton,11968.3,271,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Kandlerova,Truffles,Puerto de San Fernando,8971.7,224,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Saint Vincent,14234.6,308,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,1,
Kandlerova,Truffles,Saint-Nicholas,8239.4,212,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Sainte Rose,16051.3,337,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
Kandlerova,Truffles,San Polo,938.8,95,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Kandlerova,Truffles,San Salvador,5250.2,164,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,11,1
Kandlerova,Truffles,San Vito,3924.8,143,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,11,1
Kandlerova,Truffles,Sandy Settlement,7700.2,203,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Kandlerova,Truffles,Santa Maria,7277.5,196,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Sao Bento,13514.9,296,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Kandlerova,Truffles,Snake Prosper,15771.7,332,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,2
Kandlerova,Truffles,Sugar Cove,15392.9,326,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Taylor's Town,9595.8,234,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
Kandlerova,Truffles,Theresa,8466.7,215,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Thresher Point,8061.7,209,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,Venta Nueva,11813.6,269,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Kandlerova,Truffles,Villarreal Del Mar,11238.6,260,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Kandlerova,Truffles,White Hook,16967.5,351,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Wyntergard,17062.1,353,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Kandlerova,Truffles,Yorinobu's Settlement,12449.1,279,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
La Povenglia,Herbs,Al-Jazair,10307.3,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Ashbourne,13953.5,227,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Belfry Heights,4454.6,113,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
La Povenglia,Herbs,Bucket Bay,11068.0,193,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
La Povenglia,Herbs,Caledonia,13279.0,219,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
La Povenglia,Herbs,Castle Landing,9012.1,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
La Povenglia,Herbs,Caveira,11714.7,201,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Caye Tiburon,6009.7,132,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
La Povenglia,Herbs,Crownstead,14680.4,236,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
La Povenglia,Herbs,Cumberland Hill,12098.7,205,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,1
La Povenglia,Herbs,Deadman's Murcia,13656.5,224,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,12,1
La Povenglia,Herbs,Fair Harbour,11916.6,203,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Falmouth,8629.5,164,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
La Povenglia,Herbs,Gyldenvale,15837.7,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
La Povenglia,Herbs,Jones' Outpost,11758.3,201,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Kandlerova,3063.7,97,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,1
La Povenglia,Herbs,Lebarde,7443.9,149,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
La Povenglia,Herbs,Lord Irving's Sacrifice,4288.3,111,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,1
La Povenglia,Herbs,Louisbourg,13774.2,225,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Madalena,13533.8,222,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
La Povenglia,Herbs,Mako's Outlook,3625.8,104,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,1
La Povenglia,Herbs,Matthew's Rest,10845.2,190,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Maurepas,13062.3,217,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
La Povenglia,Herbs,New Brighton,9044.9,169,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
La Povenglia,Herbs,New Catalina,11646.8,200,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Pachard Town,10353.0,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,11,1
La Povenglia,Herbs,Peter's Cove,4305.3,112,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
La Povenglia,Herbs,Petit Anvers,15283.7,243,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
La Povenglia,Herbs,Poblado de San Juan,8228.9,159,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Point Rocheux,10628.1,188,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Ponta Delgada,15138.7,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
La Povenglia,Herbs,Port Antonio,8491.6,162,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,1
La Povenglia,Herbs,Port Louis,12737.2,213,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
La Povenglia,Herbs,Port Royal,6144.8,134,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
La Povenglia,Herbs,Port-Au-Croix,10521.1,186,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
La Povenglia,Herbs,Princeton,9034.4,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
La Povenglia,Herbs,Puerto de San Fernando,8803.5,166,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
La Povenglia,Herbs,Saint Vincent,11539.0,198,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
La Povenglia,Herbs,Saint-Nicholas,5306.7,124,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,1
La Povenglia,Herbs,Sainte Rose,14534.7,234,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
La Povenglia,Herbs,San Polo,2148.1,86,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,2
La Povenglia,Herbs,San Salvador,6107.8,133,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
La Povenglia,Herbs,San Vito,1718.2,81,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,2
La Povenglia,Herbs,Sandy Settlement,4763.1,117,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
La Povenglia,Herbs,Santa Maria,7820.5,154,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
La Povenglia,Herbs,Sao Bento,13428.2,221,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
La Povenglia,Herbs,Snake Prosper,12955.5,215,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,2
La Povenglia,Herbs,Sugar Cove,12330.3,208,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
La Povenglia,Herbs,Taylor's Town,6587.5,139,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
La Povenglia,Herbs,Theresa,7577.5,151,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
